name,oblast,latitude,longitude
Руда,Київська область,49.7928,29.8438
Руда,Івано-Франківська область,49.4604,24.579
Рудківці,Львівська область,49.4518,24.2267
Руда,Львівська область,49.3079,24.0927
Руда,Хмельницька область,48.5529,26.5677
Рубці,Донецька область,49.1789,37.5653
Рублянка,Хмельницька область,49.8593,26.8254
Рублин,Тернопільська область,48.9043,25.2899
Рублене,Харківська область,50.291,37.5711
Рубіжне,Харківська область,50.1662,36.8266
Рубіжне,Донецька область,48.5109,37.1964
Рубежівка,Житомирська область,51.0183,29.4554
Рубченки,Київська область,49.5607,29.7146
Рубче,Рівненська область,50.7415,26.1695
Рубашкине,Донецька область,47.8544,38.6198
Рубаний Міст,Черкаська область,49.1602,30.5195
Миронівщина,Сумська область,50.7783,34.299
Рубанівка,Полтавська область,49.5915,34.9847
Рубанка,Чернігівська область,50.9545,32.8122
Рубанка,Сумська область,50.7191,33.787
Рубанка,Вінницька область,49.6602,28.7854
Рубань,Вінницька область,49.01,28.9762
Розжалів,Львівська область,50.3769,24.4612
Розважів,Київська область,50.9255,29.6511
Розваж,Рівненська область,50.3714,26.5127
Розваж,Львівська область,49.9119,24.7967
Розточки,Івано-Франківська область,48.9731,23.7903
Розсадки,Донецька область,48.4294,38.3467
Олександропіль,Донецька область,48.2851,37.7745
Розівка,Херсонська область,47.557,33.2224
Розівка,Запорізька область,47.2246,35.3187
Розівка,Запорізька область,47.0659,36.1675
Розничі,Волинська область,51.117,25.672
Розлуч,Львівська область,49.2376,22.9703
Розношенське,Кіровоградська область,48.3143,30.3762
Ріжок,Вінницька область,49.2331,28.1482
Рожнятівка,Вінницька область,48.5684,28.354
Рожни,Київська область,50.6669,30.735
Рожни,Хмельницька область,49.5008,27.6629
Рожнівка,Чернігівська область,50.9347,32.5475
Рожковичі,Сумська область,52.1059,34.0705
Ріжки,Київська область,49.5324,30.2991
Рожиськ,Тернопільська область,49.4236,26.1905
Рожична,Вінницька область,49.1854,29.615
Рожів,Київська область,50.3844,29.6506
Різдвяне,Харківська область,49.6769,35.5615
Нове Поле,Запорізька область,47.3026,35.4728
Благодатівка,Херсонська область,47.1774,33.0099
Рожеве,Львівська область,49.5675,22.8316
Водяне,Запорізька область,47.9,34.8333
Роздолля,Дніпропетровська область,48.2693,35.7431
Новорозанівка,Миколаївська область,47.7579,32.351
Розалівка,Одеська область,46.8296,29.976
Маковское,Автономна республіка Крим,45.1148,35.2103
Розаліївка,Київська область,49.8956,30.5403
Розалівка,Одеська область,47.6812,29.6318
Роза,Запорізька область,46.8642,36.6835
Рови,Київська область,50.8764,30.3144
Рівне,Запорізька область,47.7158,36.0362
Рівня,Івано-Франківська область,48.9192,24.2221
Рівне,Львівська область,49.3809,23.7818
Рівне,Дніпропетровська область,48.9501,35.4693
Рівне,Вінницька область,48.6288,27.5747
Рівне,Одеська область,47.2228,30.5941
Рівне,Запорізька область,47.2098,35.4789
Степове,Миколаївська область,47.1685,32.5678
Ровное,Автономна республіка Крим,45.5001,33.7992
Рівки,Хмельницька область,50.4735,26.8822
Рівець,Вінницька область,49.1272,28.3283
Ровчаки,Сумська область,51.2254,33.0596
Ровба,Житомирська область,51.3495,29.3572
Ротівка,Сумська область,51.4494,33.8481
Петерсгаген,Запорізька область,47.2217,35.6381
Червоноселівка,Запорізька область,47.4949,36.7147
Росвиогово,Закарпатська область,48.4512,22.7019
Роставиця,Житомирська область,49.7623,29.1283
Розтоцька Пастіль,Закарпатська область,48.873,22.5314
Розтоки,Тернопільська область,49.9192,25.516
Розтоки,Івано-Франківська область,48.1868,25.1045
Розтока,Закарпатська область,48.6974,23.3079
Ростань,Волинська область,51.5994,23.7094
Розсипне,Луганська область,49.966,38.6127
Розсошанка,Автономна республіка Крим,44.4813,33.8531
Розсохівське,Житомирська область,51.1316,29.0068
Розсохувата,Харківська область,49.3454,35.7338
Розсохувате,Луганська область,49.5431,39.6405
Розсоховата,Вінницька область,49.007,29.6272
Розсохи,Хмельницька область,49.3438,27.4782
Розсохувата,Хмельницька область,49.4265,27.8068
Росава,Київська область,49.6882,30.9493
Росоша,Вінницька область,49.2481,29.1899
Росоша,Вінницька область,48.6499,29.8641
Розпашне,Полтавська область,49.6438,35.2007
Росолівці,Хмельницька область,49.7718,27.0311
Росохуватець,Тернопільська область,49.5576,26.0603
Росохи,Львівська область,49.441,22.7859
Росохач,Львівська область,49.0027,23.2144
Росохач,Тернопільська область,48.9489,25.8147
Росохач,Івано-Франківська область,48.63,25.2391
Рославичі,Київська область,50.2515,30.4392
Розкошівка,Вінницька область,48.7133,29.7716
Розкішне,Запорізька область,47.0528,35.7484
Розкішне,Одеська область,47.2,30.2191
Росішки,Київська область,49.3056,29.6795
Росішки,Дніпропетровська область,48.368,36.5067
Росільна,Івано-Франківська область,48.7803,24.3721
Рошнів,Івано-Франківська область,48.9832,24.9057
Рощахівка,Кіровоградська область,47.8729,31.8923
Ропотуха,Черкаська область,48.6188,30.2043
Ропавське,Львівська область,49.0741,23.0677
Романівка,Одеська область,46.0969,29.9693
Ромейки,Рівненська область,51.2606,26.2137
Ромашкове,Сумська область,52.1564,33.9617
Ромашки,Київська область,49.9093,31.2777
Ромашки,Київська область,49.7296,30.6033
Романівське,Запорізька область,47.3805,36.0333
Слобода-Романівська,Житомирська область,50.5951,27.7361
Романово,Автономна республіка Крим,45.2923,35.8737
Романово-Хутір,Вінницька область,49.167,29.1867
Романівка,Львівська область,50.44,24.3628
Романівка,Житомирська область,50.2447,29.3697
Романівка,Полтавська область,50.094,34.0516
Романівка,Житомирська область,50.0852,27.9753
Романівка,Житомирська область,49.8917,28.532
Романівка,Луганська область,49.6703,38.9345
Романівка,Тернопільська область,49.219,25.5693
Романівка,Дніпропетровська область,48.4233,35.5946
Романівка,Донецька область,48.3663,37.7197
Романівка,Вінницька область,48.2619,29.6741
Романівка,Донецька область,47.8992,37.2876
Романівка,Миколаївська область,47.794,32.6724
Романівка,Одеська область,47.8125,29.3455
Романівка,Миколаївська область,47.4356,32.9469
Романівка,Одеська область,47.4088,30.6743
Романів,Волинська область,50.7443,25.5961
Романів,Хмельницька область,50.3108,27.1401
Романів,Львівська область,49.7055,24.347
Романово-Булгакове,Миколаївська область,46.9781,32.7955
Романькове,Сумська область,52.0538,33.8607
Романки,Полтавська область,50.0177,34.1757
Романки,Дніпропетровська область,48.0633,36.152
Романіни,Хмельницька область,50.298,26.9843
Романчукове,Сумська область,51.0567,33.5397
Ролів,Львівська область,49.4462,23.6184
Рокитне-Донівка,Полтавська область,49.2032,33.2974
Рокитне,Рівненська область,50.9168,26.4817
Рокитне,Львівська область,49.9539,23.9011
Рокитниця,Волинська область,51.1011,24.7774
Рокети,Львівська область,50.2226,24.3475
Роїще,Чернігівська область,51.6492,31.2663
Рогозів,Київська область,50.2378,31.0546
Рогізне,Сумська область,51.2556,34.4516
Рогізне,Сумська область,51.0024,34.6837
Рогізне,Рівненська область,50.393,25.3493
Рогізно,Львівська область,49.3636,24.1967
Рогізно,Львівська область,49.6302,23.0732
Рогізна,Київська область,49.8677,29.7107
Рогізна,Житомирська область,49.7783,27.7323
Рогізна,Київська область,49.5517,29.7926
Рогізна,Вінницька область,48.8883,28.6296
Рогізна,Хмельницька область,48.5651,26.8829
Рогізка,Вінницька область,48.2465,29.4429
Рогізки,Чернігівська область,51.6801,31.8413
Рогові Смоляри,Волинська область,51.343,23.8027
Рогове,Луганська область,49.6241,39.0397
Рогівка,Чернігівська область,52.1595,33.3103
Роговичі,Хмельницька область,50.1036,27.3725
Рогощі,Чернігівська область,51.6356,31.1225
Рогачинка,Херсонська область,46.506,33.7445
Рогинці,Сумська область,50.8529,33.3572
Рогінці,Вінницька область,49.6255,28.3122
Роги,Черкаська область,48.8739,30.4503
Рогачин,Тернопільська область,49.4671,24.8006
Рогачів,Житомирська область,50.4104,27.7224
Рогачі,Житомирська область,49.6443,29.3627
Радомислівка,Харківська область,49.2895,36.2804
Родникове,Донецька область,47.685,37.9398
Родниківка,Черкаська область,48.7981,30.2296
Родіонівка,Дніпропетровська область,47.9954,33.2329
Радивонівка,Запорізька область,46.9881,36.8469
Руденка,Сумська область,51.9806,34.0436
Роботине,Запорізька область,47.4478,35.837
Ризине,Черкаська область,49.1063,30.5951
Різдвянка,Харківська область,49.0693,36.517
Ріпна,Хмельницька область,49.4101,26.3087
Рипень,Чернівецька область,47.9413,25.1012
Ріпчиці,Львівська область,49.4303,23.7099
Рандава,Харківська область,49.9101,34.9923
Римарівка,Одеська область,47.3411,29.4205
Рихта,Київська область,50.9753,30.1559
Рихта,Хмельницька область,48.6454,26.4235
Риги,Полтавська область,50.3207,33.2736
Резуненково,Харківська область,49.7914,35.2539
Різня,Житомирська область,50.8174,29.3409
Різникове,Харківська область,50.3108,37.4208
Рейментарівка,Чернігівська область,51.7807,32.5596
Рея,Житомирська область,50.018,28.6321
Рев’якине,Сумська область,51.4852,34.1048
Ревущине,Полтавська область,48.8667,34.3184
Зоряне,Житомирська область,49.6501,29.2477
Ревова,Одеська область,47.2769,30.3114
Бугаївка,Харківська область,50.1465,36.8671
Водолага,Харківська область,49.0384,36.2815
Реутинці,Сумська область,51.5851,33.2866
Ретик,Сумська область,51.5945,33.5091
Першотравневе,Херсонська область,46.7808,34.6354
Коса Рішнівка,Хмельницька область,50.0662,27.1505
Решнівка,Хмельницька область,49.7915,27.3942
Резервне,Автономна республіка Крим,44.4703,33.6742
Першотравнівка,Миколаївська область,47.4448,30.9569
Репужинці,Івано-Франківська область,48.8019,25.4691
Ріпне,Івано-Франківська область,48.8271,24.1458
Ріпки,Сумська область,50.809,33.3219
Ріпки,Харківська область,50.0614,35.7711
Ріпки,Хмельницька область,50.051,26.8959
Ріпки,Черкаська область,49.2857,30.569
Ріпинці,Тернопільська область,49.0152,25.4379
Ріпинці,Хмельницька область,48.7352,26.4002
Репино,Автономна республіка Крим,44.8258,33.8387
Репехів,Львівська область,49.5421,24.3527
Нова Вільшанка,Одеська область,46.7149,30.9465
Лисянка,Миколаївська область,47.4845,32.1229
Речное,Автономна республіка Крим,45.1992,35.0338
Ренів,Тернопільська область,49.7706,25.389
Ремезівці,Львівська область,49.7217,24.8846
Ремчиці,Рівненська область,51.4216,26.4839
Рекунівка,Полтавська область,49.1835,34.4777
Рекшин,Тернопільська область,49.5677,24.8365
Реклинець,Львівська область,50.2291,24.2453
Рекечинці,Вінницька область,48.6833,28.2333
Редвинці,Хмельницька область,49.5109,27.2344
Редути,Полтавська область,49.05,33.7667
Рідків,Рівненська область,50.296,25.2152
Редьківка,Чернігівська область,51.6181,30.5938
Рідкодуби,Хмельницька область,49.4724,26.6982
Рідкодуб,Харківська область,49.9203,37.6083
Рідкодуб,Хмельницька область,49.7068,27.5285
Рідкодуб,Донецька область,49.1867,37.803
Радичів,Чернігівська область,51.7443,33.0715
Річки,Рівненська область,50.6691,27.1016
Радчиці,Житомирська область,51.3312,28.8311
Вербівка,Рівненська область,51.7667,26.55
Річиця,Волинська область,51.7632,24.6717
Річиця,Рівненська область,51.7002,25.9481
Річиця,Рівненська область,50.7329,26.5183
Ребрикове,Луганська область,48.2112,39.2845
Ребрікове,Донецька область,47.6977,38.0854
Розумівка,Полтавська область,49.3468,35.0279
Болгарка,Миколаївська область,47.8528,30.4228
Розумниця,Київська область,49.3046,30.2155
Розсохувате,Сумська область,50.4517,34.6165
Олександропіль,Донецька область,47.5074,38.1552
Розльоти,Чернігівська область,51.7068,33.1401
Ражнів,Львівська область,50.0667,24.95
Рожневі Поля,Івано-Франківська область,48.5257,25.3823
Рожепи,Вінницька область,49.1324,27.8505
Роздори,Харківська область,49.0212,36.3672
Роздолля,Харківська область,49.2928,35.6057
Роздолля,Харківська область,49.2,36.34
Роздолля,Донецька область,48.6895,37.0087
Роздолівка,Харківська область,48.809,36.3806
Роздолівка,Донецька область,48.7545,38.0814
Роздольне,Донецька область,47.6155,38.0236
Роздольне,Херсонська область,46.6885,33.548
Райнівка,Запорізька область,46.6811,35.968
Ройлянка,Одеська область,45.8387,29.9205
Райківці,Хмельницька область,49.3271,26.7588
Райківщина,Київська область,50.3084,31.7888
Райки,Житомирська область,49.9675,28.4986
Райки,Хмельницька область,49.8237,27.4974
Райки,Одеська область,47.1464,29.9355
Райгородок,Чернігівська область,51.6315,33.0917
Райгородка,Луганська область,49.3723,37.9656
Райгородка,Луганська область,48.8205,39.0757
Райгород,Черкаська область,49.0961,31.9675
Раївка,Житомирська область,50.4799,29.4458
Раївка,Луганська область,48.6839,39.1838
Ясна Зоря,Миколаївська область,47.1852,31.719
Рай-Олександрівка,Донецька область,48.8104,37.8512
Равське,Львівська область,50.2256,23.6995
Рівнопілля,Запорізька область,47.745,36.3184
Рівнопілля,Херсонська область,47.4407,33.1809
Рівнопіль,Донецька область,47.7869,36.6984
Рівнопіль,Донецька область,47.5556,37.2341
Ратищі,Тернопільська область,49.8369,25.3082
Ратуш,Вінницька область,48.3423,28.4582
Рацеве,Черкаська область,49.1348,32.7054
Ратнів,Волинська область,50.6769,25.1895
Растів,Волинська область,51.121,24.4329
Розтання,Дніпропетровська область,48.0083,34.2489
Розсипне,Донецька область,48.1321,38.5737
Розсудів,Чернігівська область,51.6586,30.7503
Розкопинці,Чернівецька область,48.4992,27.4414
Миролюбівка,Житомирська область,50.0833,28.7833
Розкопане,Вінницька область,49.4152,29.3715
Розкидайлівка,Житомирська область,50.2423,29.0434
Раска,Київська область,50.7595,29.5982
Раштівці,Тернопільська область,49.2269,26.0969
Раштівка,Хмельницька область,49.8632,27.2641
Рашків,Івано-Франківська область,48.7284,25.421
Расавка,Київська область,49.9588,30.8296
Ранжеве,Одеська область,46.7469,31.0815
Ранній Ранок,Дніпропетровська область,47.9271,33.0558
Раневичі,Львівська область,49.344,23.5596
Ракулове,Одеська область,48.0524,29.788
Шмідта,Донецька область,47.7187,38.1721
Ракове,Дніпропетровська область,48.3049,35.2776
Раківка,Херсонська область,46.9355,33.2522
Раковичі,Житомирська область,50.4423,29.4635
Раковець,Тернопільська область,49.8305,25.7123
Раковец,Львівська область,49.6527,24.0218
Раковець,Івано-Франківська область,48.8046,25.2989
Раковець,Івано-Франківська область,48.7127,24.3801
Раківчик,Івано-Франківська область,48.5908,24.9555
Ракова,Львівська область,49.5955,23.0593
Ракова,Вінницька область,48.5121,28.4882
Раків,Івано-Франківська область,48.9978,24.1081
Рокитне,Харківська область,49.8063,35.9589
Рокитне,Харківська область,49.2647,36.4836
Рокитне,Сумська область,51.1278,33.4536
Рокитна Слобода,Київська область,50.9333,29.9667
Рокита,Волинська область,51.571,24.3774
Рахни,Вінницька область,48.9279,29.4436
Рахни-Польові,Вінницька область,48.9112,28.5126
Рахни-Лісові,Вінницька область,48.7868,28.4831
Рахнівка,Хмельницька область,48.8225,26.8051
Рахнівка,Вінницька область,48.7832,29.548
Рохманів,Тернопільська область,50.1297,26.0866
Рахиня,Івано-Франківська область,49.0033,24.0351
Рагівка,Київська область,51.2002,29.4084
Рахвалівка,Київська область,50.9826,29.4319
Рафайлівка,Луганська область,48.1184,39.2011
Велике,Вінницька область,49.7959,28.9354
Радижеве,Рівненська область,51.5424,26.1472
Радич,Львівська область,49.1161,23.1292
Княжа Криниця,Вінницька область,48.4283,28.8097
Миролюбівка,Херсонська область,46.7274,32.2968
Відрадне,Запорізька область,47.9904,35.0583
Бенедівка,Житомирська область,49.8833,28.4833
Радванці,Львівська область,50.2997,24.4289
Радів,Рівненська область,50.5415,25.8449
Радулин,Житомирська область,50.4066,27.4668
Радуль,Чернігівська область,51.8316,30.7174
Радухівка,Рівненська область,50.6737,25.9121
Радівці,Хмельницька область,49.1776,27.7209
Радівка,Житомирська область,50.3,29.1937
Радовичі,Волинська область,51.0365,24.6335
Радовичі,Волинська область,50.6639,24.4448
Радовель,Житомирська область,51.1517,27.8409
Радісне,Запорізька область,47.1828,35.4003
Радісне,Дніпропетровська область,47.8328,36.2008
Радошин,Волинська область,51.1598,24.9793
Радошівка,Хмельницька область,50.1827,26.8817
Радошівка,Тернопільська область,49.9852,26.1297
Радомишль,Волинська область,50.5632,25.2706
Радомка,Чернігівська область,51.9365,32.5623
Радолівка,Запорізька область,47.0719,36.4038
Радохинці,Львівська область,49.6776,22.9931
Радогощ,Житомирська область,50.9569,28.3232
Радковиця,Хмельницька область,49.2497,26.4274
Радківці,Хмельницька область,49.8261,27.2303
Радьківка,Сумська область,51.0147,34.8318
Родіонівка,Сумська область,52.001,34.0858
Радинка,Київська область,51.1942,29.7171
Радецька Болярка,Житомирська область,50.591,28.2497
Раделичі,Львівська область,49.4759,23.8545
Радехів,Волинська область,51.1609,24.0837
Радченки,Полтавська область,49.9835,33.8044
Рачки,Житомирська область,49.9644,28.365
Рачки,Київська область,49.498,29.903
Рачки,Вінницька область,48.9926,28.9072
Рачинці,Хмельницька область,48.8075,26.9193
Рачин,Рівненська область,50.4246,25.7976
Пижівка,Хмельницька область,48.6009,27.1529
Пиняни,Львівська область,49.5716,23.3012
Пилява,Тернопільська область,49.1131,25.4697
Пиляї,Хмельницька область,50.0681,27.0275
П’ятницьке,Харківська область,49.9236,36.8092
П’ятниця,Львівська область,49.5625,22.8216
П’ятничани,Хмельницька область,48.8271,26.2505
П’ятківка,Вінницька область,48.3194,29.3868
П’ятка,Житомирська область,50.0196,28.3668
П’ятихатки,Запорізька область,47.5072,35.4599
П’ятихатка,Автономна республіка Крим,46.0481,33.7561
П’ятигори,Рівненська область,50.5279,26.1651
П'ятигори,Київська область,49.344,29.9314
П’ятигорівка,Луганська область,48.3508,39.3933
П’ятидуб,Житомирська область,50.99,29.4204
П’ятидні,Волинська область,50.8609,24.2168
Павлівка,Миколаївська область,47.7127,32.2709
Пісків,Рівненська область,50.9482,26.4732
Піски-Річицькі,Волинська область,51.7773,24.6571
Піски,Львівська область,50.2307,25.0678
Піски,Львівська область,49.6394,23.902
Пісочне,Львівська область,50.6331,24.1148
Пісочна,Львівська область,49.4492,23.9692
П’яновичі,Львівська область,49.5746,23.202
П’яннє,Рівненська область,50.6262,25.5619
Пузирки,Вінницька область,49.8249,28.7725
Пузирі,Полтавська область,49.7178,32.9453
Зоря,Волинська область,50.9343,24.2055
Пужники,Івано-Франківська область,48.7658,25.0595
Путятинці,Івано-Франківська область,49.3764,24.6468
Путринці,Хмельницька область,50.1546,26.8219
Путилівка,Автономна республіка Крим,44.5691,33.8932
Путиловичі,Житомирська область,51.0866,28.2198
Путилівка,Дніпропетровська область,47.8106,34.2075
Путилине,Луганська область,48.8279,38.8676
Путепровід,Донецька область,48.1512,38.0513
Пустинки,Чернігівська область,51.4174,30.6571
Пустинка,Волинська область,51.0809,24.115
Пустинка,Донецька область,48.1622,37.18
Пустовіїти,Вінницька область,49.6376,28.1009
Пустовійтівка,Сумська область,50.7811,33.5734
Пустовіти,Київська область,49.6752,30.8754
Пустовари,Полтавська область,49.5418,34.1752
Пустоварівка,Київська область,49.699,29.8226
Нечаївка,Дніпропетровська область,47.8575,36.2065
Пустомити,Рівненська область,50.7183,26.7159
Пустомити,Волинська область,50.5925,24.8607
Прибережне,Житомирська область,49.7005,29.1746
Пустоха,Вінницька область,49.6812,28.7254
Пустогород,Сумська область,51.8488,34.1318
Пуста Гребля,Чернігівська область,51.412,32.9345
Пушкове,Кіровоградська область,48.2576,30.592
Пушкарі,Чернігівська область,52.1985,33.2947
Пушкарі,Чернігівська область,51.6962,30.9398
Пушкарівка,Сумська область,50.9938,34.92
Пушкарівка,Дніпропетровська область,48.6536,34.2966
Пултівці,Вінницька область,49.1822,28.1878
Пульмо,Волинська область,51.5142,23.782
Пулинці,Полтавська область,49.9593,32.8211
Юлянівка,Житомирська область,50.3755,28.3358
Пильгани,Волинська область,50.3692,24.8804
Промінь,Волинська область,50.65,25.3
Пулемець,Волинська область,51.5398,23.7109
Пукляки,Хмельницька область,48.7846,26.2266
Пухальщина,Полтавська область,49.1371,33.3299
Пукасівці,Івано-Франківська область,49.133,24.6505
Пугачівка,Житомирська область,50.8659,28.3924
Пугачівка,Рівненська область,50.5666,25.6218
Пугачівка,Черкаська область,49.1835,29.9492
Пудлівці,Хмельницька область,48.7234,26.5412
Пудлівка,Полтавська область,49.3378,34.4383
Птича,Рівненська область,50.3,25.6167
Зарічани,Житомирська область,50.2333,28.65
Мирне,Вінницька область,49.4582,28.7255
Прибилів,Івано-Франківська область,48.7732,24.9942
Пристань,Львівська область,50.2346,23.9391
Присліп,Львівська область,49.1737,22.9528
Прикладники,Рівненська область,51.9162,25.8443
Перевозець,Івано-Франківська область,49.0797,24.5411
Пшонянове,Одеська область,46.7945,31.127
Пшеничне,Луганська область,49.0783,38.3473
Пшеничники,Черкаська область,49.8651,31.3656
Пшеничники,Івано-Франківська область,48.874,24.8768
Перемисловичі,Львівська область,50.4284,24.0275
Перегноів,Львівська область,49.809,24.5751
Передмістя,Тернопільська область,48.9728,25.4713
Приморське,Одеська область,45.9672,30.2847
Стара Прилука,Вінницька область,49.3961,28.7122
Пряжів,Житомирська область,50.1913,28.6744
Прямое,Автономна республіка Крим,45.3149,34.0247
Прядівка,Дніпропетровська область,48.9173,34.6991
Прядківка,Харківська область,49.77,35.2569
Прутівка,Житомирська область,50.3154,28.0407
Манили,Харківська область,49.7343,35.6692
Низи,Львівська область,50.3576,24.0268
Прушинка,Вінницька область,49.648,28.887
Прудище,Сумська область,51.9523,33.7269
Прозрачное,Автономна республіка Крим,45.7567,34.6538
Проїждже,Луганська область,49.3926,38.9763
Провалля,Луганська область,48.1474,39.8286
Провалівка,Житомирська область,49.8631,27.6614
Проців,Київська область,50.2428,30.7841
Протопопівка,Одеська область,46.6069,30.6608
Проточі,Дніпропетровська область,48.796,34.4676
Протеси,Львівська область,49.1842,24.4118
Просяне,Харківська область,49.706,35.7967
Просяне,Луганська область,49.5918,39.6639
Просянка,Харківська область,49.8902,37.376
Просяниківка,Полтавська область,48.9516,34.0081
Просторе,Запорізька область,47.0889,36.2147
Проскурівка,Хмельницька область,49.0231,27.0108
Промінь,Запорізька область,47.0027,35.5602
Пролом,Автономна республіка Крим,45.1103,34.7197
Поліське,Чернігівська область,51.3958,33.0774
Лосівка,Харківська область,50.177,36.8984
Картушине,Луганська область,48.1339,39.256
Юр’ївка,Харківська область,50.1318,37.394
Заріччя,Дніпропетровська область,48.6793,34.225
Челбурда,Херсонська область,46.6178,32.9454
Прокурава,Івано-Франківська область,48.3332,24.8958
Прокопівка,Чернігівська область,52.058,33.4624
Прокопівка,Харківська область,49.6458,37.5702
Прохід,Волинська область,51.6904,24.4943
Прохори,Чернігівська область,51.1567,32.1863
Прохорове,Одеська область,47.0043,30.466
Прохорівка,Черкаська область,49.7122,31.6061
Прохорівка,Донецька область,47.5268,37.6705
Проходи,Волинська область,51.7893,25.4674
Прохладне,Луганська область,48.1444,39.6851
Прогресівка,Миколаївська область,46.9209,31.0609
Прогрес,Чернігівська область,52.212,32.4454
Перегноів,Львівська область,49.8105,24.5706
Пробудження,Запорізька область,47.3988,36.836
Пробійнівка,Івано-Франківська область,47.9719,24.8237
Пробіжна,Тернопільська область,49.0181,25.9906
Призове,Дніпропетровська область,48.7137,35.9563
Приютне,Запорізька область,47.7276,36.6733
Приют,Дніпропетровська область,48.7536,34.8938
Приют,Дніпропетровська область,47.9141,34.0317
Приют,Миколаївська область,47.7034,32.0868
Приворіття,Житомирська область,50.3001,29.3575
Привороття,Хмельницька область,48.743,26.3358
Подільське,Хмельницька область,48.702,26.9695
Привілля,Луганська область,49.8489,38.52
Привілля,Харківська область,49.1366,36.5913
Привілля,Донецька область,48.8639,37.2572
Привілля,Донецька область,48.7245,37.866
Привільне,Запорізька область,48.0577,35.6005
Привілля,Дніпропетровська область,47.8556,36.3139
Привільне,Запорізька область,47.1147,35.3517
Привільнянське,Миколаївська область,47.7002,32.2348
Привільне,Дніпропетровська область,48.2096,34.72
Привільне,Донецька область,47.8705,36.712
Привільне,Херсонська область,46.5613,33.3718
Приветное,Автономна республіка Крим,45.3057,33.1387
Привольное,Автономна республіка Крим,44.7995,34.3424
Привітівка,Рівненська область,51.7469,26.039
Привітів,Житомирська область,50.0431,27.7936
Привітне,Волинська область,50.64,24.7464
Божиків,Тернопільська область,49.3177,24.995
Пристроми,Київська область,50.2232,31.4308
Пристине,Луганська область,49.1391,38.5671
Пристін,Харківська область,49.5929,37.6354
Пристайлове,Сумська область,50.5433,34.3334
Пришивальня,Київська область,50.1743,29.8188
Пришиб,Сумська область,50.8897,34.8181
Пришиб,Харківська область,49.5117,36.7532
Пришиб,Донецька область,49.0233,37.65
Пришиб,Луганська область,48.7351,38.9333
Пришиб,Миколаївська область,47.2242,32.8279
Прищепівка,Миколаївська область,47.9455,31.5863
Припутні,Хмельницька область,50.1067,26.9216
Припутні,Чернігівська область,50.9519,32.23
Приморський Посад,Запорізька область,46.6149,35.733
Приморське,Донецька область,47.0818,37.7026
Приморське,Херсонська область,46.0548,33.3972
Прилютове,Харківська область,49.9127,37.4441
Прилуки,Житомирська область,51.4634,28.8657
Прилуки,Запорізька область,47.7532,36.1809
Нова Прилука,Вінницька область,49.3763,28.6952
Киселівка,Полтавська область,49.3994,33.8402
Приходьківка,Луганська область,49.6263,38.9091
Прихідьки,Полтавська область,50.2612,32.6841
Пригоже,Харківська область,48.8282,36.7606
Пригір’я,Херсонська область,47.5243,33.1951
Пригарівка,Полтавська область,49.1552,33.8974
Кучурган,Одеська область,47.1561,29.7964
Прибитки,Житомирська область,51.2902,28.4462
Прибинь,Чернігівська область,51.9893,32.2922
Прибужани,Львівська область,50.1287,24.361
Прибережне,Донецька область,48.2549,38.3211
Прибірськ,Київська область,51.0173,30.0326
Приборівка,Вінницька область,49.3077,28.7213
Присівці,Тернопільська область,49.6685,25.1078
Преслав,Запорізька область,46.6877,36.2141
Просикуряни,Чернівецька область,48.09,25.8761
Преображенка,Донецька область,48.1158,36.9781
Преображенне,Луганська область,49.5339,38.1565
Преображенка,Дніпропетровська область,48.977,34.6192
Преображенка,Дніпропетровська область,48.8641,35.8833
Преображенка,Дніпропетровська область,48.2767,36.5498
Преображенка,Дніпропетровська область,47.9319,34.7837
Преображенка,Одеська область,47.352,30.3987
Преображенка,Херсонська область,46.3969,33.478
Предтечине,Донецька область,48.5236,37.8172
Передмістне,Автономна республіка Крим,45.9444,34.6198
Пречистівка,Донецька область,47.7817,37.0709
Правобережна Сокілка,Полтавська область,49.0234,34.1428
Правдівка,Хмельницька область,49.2362,26.9106
Стара Миколаївка,Донецька область,48.328,37.6816
Правдине,Херсонська область,46.7379,32.2037
Хоробрів,Львівська область,50.5287,24.1751
Працюки,Рівненська область,51.4907,26.4558
Миколаєнкове,Сумська область,51.4833,33.4214
Бірюкове,Одеська область,47.3156,30.4248
Прачі,Чернігівська область,51.3668,32.4499
Пізняки,Полтавська область,50.2399,33.0086
Пізнопали,Чернігівська область,51.9414,30.9096
Пожня,Сумська область,50.5089,35.3351
Пожежа,Тернопільська область,48.928,25.5343
Пожарки,Волинська область,50.9789,25.2265
Поздимир,Львівська область,50.35,24.3167
Поводи,Полтавська область,49.0052,34.0488
Повергів,Львівська область,49.5215,23.7648
Півче,Рівненська область,50.3516,26.1277
Велике,Львівська область,50.4048,24.2647
Поториця,Львівська область,50.45,24.2833
Потуторів,Тернопільська область,50.0703,26.1486
Потуш,Вінницька область,49.0229,28.6507
Потоки,Київська область,51.1298,29.957
Потоки,Вінницька область,49.0338,28.2335
Потік,Київська область,49.7652,31.0505
Потік,Тернопільська область,49.5112,25.0333
Поточище,Івано-Франківська область,48.741,25.5836
Потічок,Івано-Франківська область,48.4828,25.5545
Потічок,Полтавська область,49.4716,34.0435
Потіївка,Київська область,49.6165,30.2287
Потеряйки,Полтавська область,49.7018,34.0882
Незламне,Херсонська область,47.4865,33.574
